1, 1, 1, 1944
2, 0, 0, 1010
3, 0, 0, 2280
4, 1, 1, 1000
5, 3, 3, 1077
6, 0, 0, 1184
7, 2, 2, 1016
8, 2, 2, 2661
9, 4, 4, 1927
10, 4, 4, 4343
